user_id,country,monthly_income,monthly_expenses,savings,risk_level,goal
3165,Ghana,90,73,20,low,buy land
3166,Uganda,140,71,93,high,save for emergencies
3167,Kenya,227,138,96,high,buy land
3168,Nigeria,128,90,62,low,buy land
3169,Uganda,175,140,35,medium,buy land
3170,Nigeria,218,111,110,medium,invest in farming
3171,Kenya,194,147,61,low,invest in farming
3172,Kenya,37,23,63,medium,invest in farming
3173,Ghana,85,67,56,low,start a small business
3174,Uganda,167,131,76,medium,invest in farming
3175,Uganda,290,263,57,low,educate children
3176,Kenya,228,196,62,high,buy land
3177,Nigeria,209,191,51,low,buy land
3178,Uganda,52,41,55,high,start a small business
3179,Ghana,35,22,53,medium,save for emergencies
3180,Kenya,232,184,64,low,buy land
3181,Ghana,273,206,93,medium,educate children
3182,Nigeria,76,52,69,high,educate children
3183,South Africa,42,31,55,medium,buy land
3184,Ghana,119,80,66,low,save for emergencies
3185,Nigeria,250,197,94,low,invest in farming
3186,Nigeria,289,256,78,low,start a small business
3187,South Africa,72,51,53,medium,invest in farming
3188,Kenya,132,75,65,high,educate children
3189,South Africa,216,138,105,low,start a small business
3190,Nigeria,89,46,56,high,buy land
3191,Kenya,246,137,110,low,educate children
3192,Kenya,53,39,61,medium,educate children
3193,Ghana,228,213,64,low,buy land
3194,Ghana,184,128,93,medium,start a small business
3195,Kenya,251,215,74,high,save for emergencies
3196,Nigeria,236,143,93,high,buy land
3197,Nigeria,33,28,5,low,save for emergencies
3198,Kenya,264,181,128,high,educate children
3199,Nigeria,103,67,71,medium,educate children
3200,South Africa,85,67,65,low,start a small business
3201,Kenya,50,37,21,low,buy land
3202,Kenya,168,158,15,medium,save for emergencies
3203,South Africa,147,128,49,high,save for emergencies
3204,Kenya,204,192,61,high,buy land
3205,South Africa,157,124,37,high,save for emergencies
3206,Uganda,255,190,71,medium,educate children
3207,Uganda,77,47,79,medium,invest in farming
3208,South Africa,89,56,33,medium,start a small business
3209,Uganda,94,79,52,medium,save for emergencies
3210,Uganda,54,39,42,low,start a small business
3211,South Africa,187,149,86,medium,educate children
3212,Nigeria,77,45,80,medium,save for emergencies
3213,Uganda,85,42,54,medium,invest in farming
3214,Nigeria,98,72,31,medium,start a small business
3215,Kenya,118,59,83,medium,buy land
3216,Uganda,286,174,153,low,invest in farming
3217,Uganda,263,133,178,medium,save for emergencies
3218,South Africa,176,147,71,low,invest in farming
3219,Ghana,31,23,24,low,start a small business
3220,Kenya,90,61,77,medium,educate children
3221,South Africa,160,122,87,medium,buy land
3222,Ghana,207,139,113,low,invest in farming
3223,Ghana,199,113,118,low,buy land
3224,Ghana,168,103,102,high,invest in farming
3225,Nigeria,154,140,29,low,buy land
3226,Uganda,123,94,29,high,save for emergencies
3227,Uganda,117,81,44,high,start a small business
3228,Ghana,243,196,63,medium,start a small business
3229,Uganda,118,86,46,high,buy land
3230,Nigeria,123,111,38,high,start a small business
3231,Nigeria,243,194,79,low,save for emergencies
3232,Ghana,248,135,158,medium,educate children
3233,South Africa,61,38,67,medium,invest in farming
3234,Kenya,256,180,121,medium,educate children
3235,Uganda,109,60,52,low,start a small business
3236,South Africa,276,226,80,high,educate children
3237,South Africa,232,199,68,medium,invest in farming
3238,Uganda,148,90,102,low,invest in farming
3239,Kenya,256,232,61,medium,buy land
3240,Kenya,146,115,78,high,invest in farming
3241,Ghana,144,98,82,medium,save for emergencies
3242,Kenya,142,105,40,high,buy land
3243,Nigeria,257,146,127,medium,buy land
3244,South Africa,202,126,97,medium,start a small business
3245,Uganda,87,70,17,medium,invest in farming
3246,Kenya,197,135,82,medium,invest in farming
3247,Ghana,166,143,38,medium,save for emergencies
3248,South Africa,31,24,50,medium,start a small business
3249,Uganda,101,92,50,low,start a small business
3250,Ghana,234,173,77,low,invest in farming
3251,Ghana,224,141,95,high,save for emergencies
3252,Ghana,36,26,28,low,invest in farming
3253,South Africa,83,62,38,low,save for emergencies
3254,South Africa,90,67,24,low,buy land
3255,Uganda,207,177,60,high,educate children
3256,Uganda,109,64,77,high,invest in farming
3257,Uganda,283,147,166,medium,start a small business
3258,Uganda,205,148,70,high,buy land
3259,Nigeria,136,83,71,medium,save for emergencies
3260,Kenya,152,81,113,medium,invest in farming
3261,Uganda,79,55,54,medium,buy land
3262,Ghana,297,170,131,high,save for emergencies
3263,Nigeria,264,231,68,medium,invest in farming
3264,Kenya,288,201,110,medium,buy land
3265,Ghana,212,162,66,medium,educate children
3266,Nigeria,119,62,101,medium,start a small business
3267,Kenya,286,163,141,low,start a small business
3268,Uganda,50,44,23,high,invest in farming
3269,South Africa,200,151,51,medium,start a small business
3270,Ghana,142,114,59,low,invest in farming
3271,Uganda,295,210,124,medium,invest in farming
3272,South Africa,97,75,25,low,buy land
3273,Kenya,108,70,81,high,save for emergencies
3274,Uganda,103,92,33,high,save for emergencies
3275,Nigeria,158,113,75,high,buy land
3276,Kenya,88,44,46,medium,save for emergencies
3277,South Africa,96,84,30,medium,invest in farming
3278,Uganda,118,91,62,high,educate children
3279,Ghana,218,201,42,high,save for emergencies
3280,Kenya,270,148,171,high,buy land
3281,South Africa,248,156,113,medium,invest in farming
3282,South Africa,205,104,123,medium,start a small business
3283,Ghana,262,153,112,medium,save for emergencies
3284,South Africa,258,171,117,high,buy land
3285,Ghana,242,146,136,low,start a small business
3286,South Africa,151,112,62,medium,start a small business
3287,Ghana,296,176,166,medium,educate children
3288,Kenya,276,197,81,medium,start a small business
3289,Ghana,273,196,95,medium,invest in farming
3290,South Africa,203,149,75,low,educate children
3291,Kenya,171,128,58,medium,invest in farming
3292,Kenya,84,74,42,high,start a small business
3293,Ghana,227,143,99,medium,educate children
3294,Ghana,60,54,53,low,buy land
3295,Kenya,75,69,18,low,start a small business
3296,Ghana,81,49,55,low,start a small business
3297,Kenya,103,91,42,low,educate children
3298,Nigeria,106,55,100,low,buy land
3299,Uganda,81,73,56,medium,invest in farming
3300,South Africa,116,102,45,high,start a small business
3301,Ghana,254,224,62,low,save for emergencies
3302,Kenya,277,206,73,medium,save for emergencies
3303,Kenya,90,51,62,medium,invest in farming
3304,Kenya,220,195,69,low,invest in farming
3305,Ghana,218,131,116,medium,educate children
3306,Nigeria,125,117,14,low,invest in farming
3307,Nigeria,126,67,107,medium,invest in farming
3308,Nigeria,154,128,29,medium,buy land
3309,Uganda,150,112,71,high,buy land
3310,Kenya,151,100,51,high,start a small business
3311,Uganda,289,182,132,high,educate children
3312,Kenya,190,127,70,high,educate children
3313,Nigeria,45,34,36,high,buy land
3314,Nigeria,116,75,71,medium,start a small business
3315,South Africa,71,46,25,low,educate children
3316,Ghana,263,203,62,medium,start a small business
3317,Kenya,144,97,55,medium,buy land
3318,Nigeria,135,117,33,medium,invest in farming
3319,Kenya,271,212,61,high,invest in farming
3320,Uganda,255,223,81,high,start a small business
3321,Uganda,170,86,90,low,start a small business
3322,South Africa,141,132,29,high,buy land
3323,South Africa,176,134,63,high,save for emergencies
3324,Kenya,232,148,115,low,save for emergencies
3325,Ghana,114,95,38,high,buy land
3326,South Africa,101,91,46,medium,save for emergencies
3327,Kenya,38,19,20,low,educate children
3328,Nigeria,267,152,156,low,save for emergencies
3329,Kenya,262,236,54,medium,save for emergencies
3330,Kenya,46,28,21,high,invest in farming
3331,Kenya,113,58,77,high,start a small business
3332,South Africa,183,146,72,high,invest in farming
3333,Uganda,293,266,59,low,buy land
3334,Ghana,202,104,119,low,buy land
3335,Uganda,157,114,74,medium,start a small business
3336,South Africa,100,82,48,low,start a small business
3337,Uganda,297,158,162,low,save for emergencies
3338,Kenya,61,54,44,high,buy land
3339,Ghana,217,193,57,high,invest in farming
3340,Ghana,48,43,24,medium,save for emergencies
3341,Nigeria,213,119,126,medium,buy land
3342,Uganda,39,34,8,low,buy land
3343,Kenya,154,119,50,low,educate children
3344,Uganda,88,76,59,medium,start a small business
3345,Ghana,178,110,76,low,buy land
3346,Kenya,38,27,37,low,save for emergencies
3347,Uganda,37,33,21,low,save for emergencies
3348,Kenya,154,109,45,low,buy land
3349,Kenya,233,121,152,low,buy land
3350,Nigeria,34,27,22,medium,buy land
3351,Ghana,206,184,22,high,buy land
3352,Kenya,165,84,105,low,buy land
3353,Kenya,212,145,85,high,start a small business
3354,Kenya,207,135,118,low,educate children
3355,Kenya,175,143,70,high,buy land
3356,Kenya,67,41,32,medium,start a small business
3357,Uganda,264,184,127,low,save for emergencies
3358,Ghana,189,131,79,medium,start a small business
3359,Nigeria,58,44,25,low,save for emergencies
3360,Kenya,174,150,50,low,educate children
3361,Ghana,298,220,82,high,buy land
3362,South Africa,297,150,181,medium,invest in farming
3363,Kenya,62,55,28,low,buy land
3364,Ghana,79,47,72,high,invest in farming
3365,Ghana,239,168,99,low,buy land
3366,Ghana,68,60,43,low,invest in farming
3367,Kenya,202,117,118,high,start a small business
3368,Kenya,75,39,40,low,invest in farming
3369,Uganda,171,151,42,low,save for emergencies
3370,Uganda,123,110,57,medium,buy land
3371,Nigeria,83,50,57,high,save for emergencies
3372,South Africa,70,36,70,high,educate children
3373,South Africa,115,73,64,high,buy land
3374,Nigeria,129,112,25,low,start a small business
3375,South Africa,287,262,74,high,save for emergencies
3376,Ghana,274,259,36,low,educate children
3377,Nigeria,200,176,31,medium,buy land
3378,Ghana,88,44,60,medium,start a small business
3379,Nigeria,297,151,158,high,save for emergencies
3380,Nigeria,124,102,28,low,invest in farming
3381,Nigeria,245,190,59,high,educate children
3382,Nigeria,110,84,34,high,invest in farming
3383,Ghana,291,233,76,high,buy land
3384,Nigeria,237,202,36,high,invest in farming
3385,Nigeria,295,183,126,low,start a small business
3386,Kenya,106,84,66,high,buy land
3387,South Africa,76,45,73,medium,save for emergencies
3388,South Africa,239,154,110,medium,buy land
3389,Ghana,39,19,48,high,educate children
3390,Ghana,290,221,69,high,invest in farming
3391,Nigeria,160,146,20,low,buy land
3392,Kenya,257,162,109,high,educate children
3393,Ghana,261,196,93,high,buy land
3394,Nigeria,59,35,41,medium,start a small business
3395,Kenya,249,218,49,low,save for emergencies
3396,Nigeria,288,179,151,medium,save for emergencies
3397,South Africa,172,126,88,high,invest in farming
3398,South Africa,144,116,53,medium,educate children
3399,Uganda,237,153,116,medium,start a small business
3400,Ghana,113,68,77,medium,educate children
3401,Nigeria,34,21,26,high,save for emergencies
3402,Uganda,120,82,51,low,invest in farming
3403,South Africa,133,69,102,high,invest in farming
3404,Nigeria,204,155,52,high,save for emergencies
3405,Ghana,240,214,56,low,start a small business
3406,Kenya,38,31,20,low,educate children
3407,South Africa,141,100,77,high,invest in farming
3408,Kenya,56,33,48,high,start a small business
3409,Nigeria,218,185,82,medium,buy land
3410,Uganda,153,94,59,medium,start a small business
3411,Uganda,51,40,39,high,start a small business
3412,Uganda,69,39,77,low,start a small business
3413,Kenya,212,180,48,medium,start a small business
3414,Nigeria,212,156,98,low,start a small business
3415,Ghana,217,115,123,medium,buy land
3416,Nigeria,166,84,97,low,save for emergencies
3417,Ghana,124,67,77,high,start a small business
3418,Ghana,119,77,69,low,invest in farming
3419,South Africa,101,63,61,high,buy land
3420,Uganda,141,113,64,high,educate children
3421,South Africa,85,67,48,medium,invest in farming
3422,South Africa,149,124,56,medium,buy land
3423,Ghana,218,174,85,medium,educate children
3424,Ghana,278,214,72,high,invest in farming
3425,Nigeria,193,133,92,medium,invest in farming
3426,Uganda,199,159,85,low,buy land
3427,South Africa,47,28,36,high,buy land
3428,South Africa,145,86,106,medium,invest in farming
3429,Kenya,298,267,73,low,invest in farming
3430,South Africa,217,164,59,low,save for emergencies
3431,South Africa,46,40,37,low,buy land
3432,South Africa,84,54,76,high,buy land
3433,South Africa,116,86,51,low,educate children
3434,Nigeria,77,42,69,low,educate children
3435,Ghana,231,197,70,medium,start a small business
3436,Ghana,100,84,60,low,buy land
3437,South Africa,170,94,77,low,educate children
3438,Nigeria,227,184,78,medium,invest in farming
3439,Kenya,201,159,88,low,buy land
3440,Uganda,69,40,74,high,save for emergencies
3441,Nigeria,180,135,66,medium,educate children
3442,Nigeria,282,161,121,low,buy land
3443,Ghana,62,34,69,high,start a small business
3444,Uganda,32,26,46,low,buy land
3445,Kenya,256,155,106,medium,educate children
3446,Nigeria,283,237,61,medium,start a small business
3447,Kenya,53,30,63,high,educate children
3448,Uganda,263,207,102,high,save for emergencies
3449,Uganda,188,123,82,high,start a small business
3450,Kenya,73,62,45,medium,educate children
3451,Nigeria,260,242,35,low,educate children
3452,Kenya,254,215,69,low,educate children
3453,Uganda,88,45,75,medium,educate children
3454,Uganda,264,238,57,high,buy land
3455,Nigeria,47,39,41,medium,buy land
3456,Ghana,196,168,69,high,start a small business
3457,Kenya,83,75,37,low,buy land
3458,Ghana,105,86,29,medium,buy land
3459,Kenya,150,99,98,high,start a small business
3460,Uganda,189,177,61,low,buy land
3461,South Africa,252,129,160,medium,invest in farming
3462,Kenya,220,156,64,medium,save for emergencies
3463,Nigeria,258,214,60,medium,invest in farming
3464,Uganda,235,221,48,medium,invest in farming
3465,Uganda,279,151,162,high,buy land
3466,Nigeria,72,37,81,low,buy land
3467,Nigeria,234,167,82,medium,save for emergencies
3468,South Africa,175,93,126,low,start a small business
3469,South Africa,193,136,86,medium,buy land
3470,South Africa,262,137,139,high,buy land
3471,Nigeria,89,83,24,medium,save for emergencies
3472,Ghana,264,168,97,low,save for emergencies
3473,Uganda,263,242,33,high,buy land
3474,Ghana,261,234,69,medium,start a small business
3475,Ghana,136,122,44,low,save for emergencies
3476,South Africa,109,95,57,high,invest in farming
3477,Kenya,214,112,129,high,buy land
3478,Ghana,231,132,102,low,save for emergencies
3479,Uganda,156,84,121,low,buy land
3480,Kenya,293,209,126,medium,start a small business
3481,Kenya,164,122,81,high,start a small business
3482,South Africa,32,16,17,low,buy land
3483,Ghana,139,97,91,high,invest in farming
3484,Ghana,33,24,14,medium,buy land
3485,Nigeria,195,122,83,high,save for emergencies
3486,South Africa,46,25,51,low,invest in farming
3487,Uganda,234,151,98,low,start a small business
3488,Nigeria,236,135,147,medium,invest in farming
3489,Ghana,130,112,65,low,save for emergencies
3490,Nigeria,270,239,57,low,buy land
3491,Uganda,276,172,148,high,save for emergencies
3492,Uganda,64,59,43,medium,start a small business
3493,Uganda,50,44,40,high,educate children
3494,Nigeria,126,113,31,high,save for emergencies
3495,Kenya,84,64,32,low,educate children
3496,South Africa,156,121,35,high,start a small business
3497,South Africa,272,228,67,low,start a small business
3498,Ghana,244,213,77,high,start a small business
